"year","district","household_questionnaire_id","days_in_a_season_pump_use_s_p1","hours_per_day_use_s__p_1","days_in_a_season_pump_use_s_p2","hours_per_day_use_s__p_2","days_in_a_season_pump_use_s_p3","hours_per_day_use_s__p_3","days_in_a_season_pump_use_m_p1","hours_per_day_use_m__p_1","days_in_a_season_pump_use_m_p2","hours_per_day_use_m__p_2","days_in_a_season_pump_use_m_p3","hours_per_day_use_m__p_3","days_in_a_season_pump_use_w_p1","hours_per_day_use_w__p_1","days_in_a_season_pump_use_w_p2","hours_per_day_use_w__p_2","days_in_a_season_pump_use_w_p3","hours_per_day_use_w__p_3","TreatmentControl","TC","ps1","ps2","ps3","pm1","pm2","pm3","pw1","pw2","pw3","Summer_hr","Monsoon_hr","Winter_hr","Yearly_hr","p1_hr","p2_hr","p3_hr","days_monsoon","days_winter","days_summer","days_year","days_p1","days_p2","days_p3"
2019,"RSB","T307103093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T303906006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304702127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304706130",NA,NA,NA,NA,NA,NA,10,NA,NA,7,NA,NA,20,5,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,100,100,NA,NA,10,20,NA,30,30,NA,NA
2019,"RSB","T302409104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300509098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300901112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300902111",NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,12,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,144,144,144,NA,NA,10,12,NA,22,22,NA,NA
2019,"RSB","T301001084",NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,10,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,40,40,40,NA,NA,1,4,NA,5,5,NA,NA
2019,"RSB","T301805004",5,6,NA,NA,NA,NA,10,10,2,5,NA,NA,5,10,NA,NA,NA,NA,"Control",NA,30,NA,NA,100,10,NA,50,NA,NA,30,110,50,190,180,10,NA,12,5,5,22,20,2,NA
2019,"RSB","T301503073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305004118",2,4,1,5,NA,NA,3,12,4,7,NA,NA,2,10,2,11,NA,NA,"Control",NA,8,5,NA,36,28,NA,20,22,NA,13,64,42,119,64,55,NA,7,4,3,14,7,7,NA
2019,"RSB","T304707129",10,5,NA,NA,NA,NA,5,NA,NA,20,NA,NA,18,5,NA,NA,NA,NA,"Control",NA,50,NA,NA,NA,NA,NA,90,NA,NA,50,NA,90,140,140,NA,NA,5,18,10,33,33,NA,NA
2019,"RSB","T304807087",8,8,NA,NA,NA,NA,10,NA,NA,8,NA,NA,15,8,NA,NA,NA,NA,"Control",NA,64,NA,NA,NA,NA,NA,120,NA,NA,64,NA,120,184,184,NA,NA,10,15,8,33,33,NA,NA
2019,"RSB","T302609002",NA,NA,NA,NA,NA,NA,2,NA,NA,10,NA,NA,10,10,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,100,100,NA,NA,2,10,NA,12,12,NA,NA
2019,"RSB","T307006094",4,8,NA,NA,NA,NA,3,NA,NA,8,NA,NA,15,8,NA,NA,NA,NA,"Control",NA,32,NA,NA,NA,NA,NA,120,NA,NA,32,NA,120,152,152,NA,NA,3,15,4,22,22,NA,NA
2019,"RSB","T304905101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307705125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T303806076",1,1,NA,NA,NA,NA,4,NA,NA,5,NA,NA,2,5,NA,NA,NA,NA,"Control",NA,1,NA,NA,NA,NA,NA,10,NA,NA,1,NA,10,11,11,NA,NA,4,2,1,7,7,NA,NA
2019,"RSB","T301502069",12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.5,NA,NA,NA,NA,"Control",NA,180,NA,NA,NA,NA,NA,12,NA,NA,180,NA,12,192,192,NA,NA,NA,8,12,20,20,NA,NA
2019,"RSB","T301907112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307707110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307001096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307808108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307003117",NA,NA,NA,NA,NA,NA,12,NA,NA,12,NA,NA,12,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,144,144,144,NA,NA,12,12,NA,24,24,NA,NA
2019,"RSB","T303907079",12,12,NA,NA,NA,NA,7,NA,NA,12,NA,NA,9,12,NA,NA,NA,NA,"Control",NA,144,NA,NA,NA,NA,NA,108,NA,NA,144,NA,108,252,252,NA,NA,7,9,12,28,28,NA,NA
2019,"RSB","T308603106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T308601105",10,12,NA,NA,NA,NA,8,NA,NA,12,NA,NA,10,12,NA,NA,NA,NA,"Control",NA,120,NA,NA,NA,NA,NA,120,NA,NA,120,NA,120,240,240,NA,NA,8,10,10,28,28,NA,NA
2019,"RSB","T301808002",NA,NA,NA,NA,NA,NA,3,NA,NA,9,NA,NA,5,9,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,45,45,45,NA,NA,3,5,NA,8,8,NA,NA
2019,"RSB","T309904032",NA,NA,NA,NA,NA,NA,6,NA,NA,10,NA,NA,8,10,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,80,80,80,NA,NA,6,8,NA,14,14,NA,NA
2019,"RSB","T307103092",NA,NA,NA,NA,NA,NA,8,NA,NA,12,NA,NA,10,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,120,120,120,NA,NA,8,10,NA,18,18,NA,NA
2019,"RSB","T309304113",12,NA,NA,NA,NA,NA,4,NA,NA,8,NA,NA,6,10,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,60,60,60,NA,NA,4,6,12,22,22,NA,NA
2019,"RSB","T303608010",NA,NA,NA,NA,NA,NA,7,NA,NA,5,NA,NA,12,6,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,72,72,72,NA,NA,7,12,NA,19,19,NA,NA
2019,"RSB","T301502075",12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,"Control",NA,12,NA,NA,NA,NA,NA,8,NA,NA,12,NA,8,20,20,NA,NA,NA,8,12,20,20,NA,NA
2019,"RSB","T305001121",NA,NA,NA,NA,NA,NA,10,NA,NA,10,NA,NA,15,7,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,105,105,105,NA,NA,10,15,NA,25,25,NA,NA
2019,"RSB","T301502085",12,12,NA,NA,NA,NA,4,NA,NA,12,NA,NA,2,8,NA,NA,NA,NA,"Control",NA,144,NA,NA,NA,NA,NA,16,NA,NA,144,NA,16,160,160,NA,NA,4,2,12,18,18,NA,NA
2019,"RSB","T301602107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305004088",12,12,12,12,10,12,5,12,6,10,7,10,2,8,2,7,3,7,"Control",NA,144,144,120,60,60,70,16,14,21,408,190,51,649,220,218,211,18,7,34,59,19,20,20
2019,"RSB","T301503080",3,6,NA,NA,NA,NA,2,NA,NA,4,NA,NA,1,5,NA,NA,NA,NA,"Control",NA,18,NA,NA,NA,NA,NA,5,NA,NA,18,NA,5,23,23,NA,NA,2,1,3,6,6,NA,NA
2019,"RSB","T304808082",NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,4,8,5,8,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,32,40,NA,NA,NA,72,72,32,40,NA,2,9,NA,11,6,5,NA
2019,"RSB","T301906103",NA,NA,NA,NA,NA,NA,8,10,8,10,NA,NA,15,10,10,10,NA,NA,"Control",NA,NA,NA,NA,80,80,NA,150,100,NA,NA,160,250,410,230,180,NA,16,25,NA,41,23,18,NA
2019,"RSB","t301106005",3,4,NA,NA,NA,NA,2,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,16,NA,NA,12,NA,16,28,28,NA,NA,2,4,3,9,9,NA,NA
2019,"RSB","T302608050",5,8,NA,NA,NA,NA,3,NA,NA,5,NA,NA,6,5,NA,NA,NA,NA,"Control",NA,40,NA,NA,NA,NA,NA,30,NA,NA,40,NA,30,70,70,NA,NA,3,6,5,14,14,NA,NA
2019,"RSB","T309306011",NA,NA,NA,NA,NA,NA,10,NA,NA,8,NA,NA,12,12,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,144,144,144,NA,NA,10,12,NA,22,22,NA,NA
2019,"RSB","T307705126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T304906102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307005097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302608030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T305404025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T302004124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T307006116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,"RSB","T300901091",10,5,15,10,NA,NA,50,10,40,5,NA,NA,30,5,25,10,NA,NA,"Treatment",1,50,150,NA,500,200,NA,150,250,NA,200,700,400,1300,700,600,NA,90,55,25,170,90,80,NA
2019,"RSB","T300406089",60,6,5,10,NA,NA,50,5,20,5,NA,NA,40,4,10,5,NA,NA,"Treatment",1,360,50,NA,250,100,NA,160,50,NA,410,350,210,970,770,200,NA,70,50,65,185,150,35,NA
