"","yearweek","FO_total_attacks","FO_attacks_located_IL","FO_attacks_located_yesha","FO_attacks_target_civilian","FO_attacks_target_security_forces","FO_total_killed","FO_killed_located_IL","FO_killed_located_yesha","FO_killed_target_civilian","FO_killed_target_security_forces"
"781","2008-W51",0,0,0,0,0,0,0,0,0,0
"782","2008-W52",0,0,0,0,0,0,0,0,0,0
"783","2009-W00",0,0,0,0,0,0,0,0,0,0
"784","2009-W01",0,0,0,0,0,0,0,0,0,0
"785","2009-W02",0,0,0,0,0,0,0,0,0,0
"786","2009-W03",0,0,0,0,0,0,0,0,0,0
"787","2009-W04",0,0,0,0,0,0,0,0,0,0
"788","2009-W05",0,0,0,0,0,0,0,0,0,0
"789","2009-W06",0,0,0,0,0,0,0,0,0,0
"790","2009-W07",0,0,0,0,0,0,0,0,0,0
"791","2009-W08",0,0,0,0,0,0,0,0,0,0
"792","2009-W09",0,0,0,0,0,0,0,0,0,0
"793","2009-W10",0,0,0,0,0,0,0,0,0,0
"794","2009-W11",0,0,0,0,0,0,0,0,0,0
"795","2009-W12",0,0,0,0,0,0,0,0,0,0
"796","2009-W13",0,0,0,0,0,0,0,0,0,0
"797","2009-W14",0,0,0,0,0,0,0,0,0,0
"798","2009-W15",0,0,0,0,0,0,0,0,0,0
"799","2009-W16",0,0,0,0,0,0,0,0,0,0
"800","2009-W17",0,0,0,0,0,0,0,0,0,0
"801","2009-W18",0,0,0,0,0,0,0,0,0,0
"802","2009-W19",0,0,0,0,0,0,0,0,0,0
"803","2009-W20",0,0,0,0,0,0,0,0,0,0
"804","2009-W21",0,0,0,0,0,0,0,0,0,0
"805","2009-W22",0,0,0,0,0,0,0,0,0,0
"806","2009-W23",0,0,0,0,0,0,0,0,0,0
"807","2009-W24",0,0,0,0,0,0,0,0,0,0
"808","2009-W25",0,0,0,0,0,0,0,0,0,0
"809","2009-W26",0,0,0,0,0,0,0,0,0,0
"810","2009-W27",0,0,0,0,0,0,0,0,0,0
"811","2009-W28",0,0,0,0,0,0,0,0,0,0
"812","2009-W29",0,0,0,0,0,0,0,0,0,0
"813","2009-W30",0,0,0,0,0,0,0,0,0,0
"814","2009-W31",0,0,0,0,0,0,0,0,0,0
"815","2009-W32",0,0,0,0,0,0,0,0,0,0
"816","2009-W33",0,0,0,0,0,0,0,0,0,0
"817","2009-W34",0,0,0,0,0,0,0,0,0,0
"818","2009-W35",0,0,0,0,0,0,0,0,0,0
"819","2009-W36",0,0,0,0,0,0,0,0,0,0
"820","2009-W37",0,0,0,0,0,0,0,0,0,0
"821","2009-W38",0,0,0,0,0,0,0,0,0,0
"822","2009-W39",0,0,0,0,0,0,0,0,0,0
"823","2009-W40",0,0,0,0,0,0,0,0,0,0
"824","2009-W41",0,0,0,0,0,0,0,0,0,0
"825","2009-W42",0,0,0,0,0,0,0,0,0,0
"826","2009-W43",0,0,0,0,0,0,0,0,0,0
"827","2009-W44",0,0,0,0,0,0,0,0,0,0
"828","2009-W45",0,0,0,0,0,0,0,0,0,0
"829","2009-W46",0,0,0,0,0,0,0,0,0,0
"830","2009-W47",0,0,0,0,0,0,0,0,0,0
"831","2009-W48",0,0,0,0,0,0,0,0,0,0
"832","2009-W49",0,0,0,0,0,0,0,0,0,0
"833","2009-W50",0,0,0,0,0,0,0,0,0,0
"834","2009-W51",0,0,0,0,0,0,0,0,0,0
"835","2009-W52",0,0,0,0,0,0,0,0,0,0
"836","2010-W00",0,0,0,0,0,0,0,0,0,0
"837","2010-W01",0,0,0,0,0,0,0,0,0,0
"838","2010-W02",0,0,0,0,0,0,0,0,0,0
"839","2010-W03",0,0,0,0,0,0,0,0,0,0
"840","2010-W04",0,0,0,0,0,0,0,0,0,0
"841","2010-W05",0,0,0,0,0,0,0,0,0,0
"842","2010-W06",0,0,0,0,0,0,0,0,0,0
"843","2010-W07",0,0,0,0,0,0,0,0,0,0
"844","2010-W08",0,0,0,0,0,0,0,0,0,0
"845","2010-W09",0,0,0,0,0,0,0,0,0,0
"846","2010-W10",0,0,0,0,0,0,0,0,0,0
"847","2010-W11",0,0,0,0,0,0,0,0,0,0
"848","2010-W12",0,0,0,0,0,0,0,0,0,0
"849","2010-W13",0,0,0,0,0,0,0,0,0,0
"850","2010-W14",0,0,0,0,0,0,0,0,0,0
"851","2010-W15",0,0,0,0,0,0,0,0,0,0
"852","2010-W16",0,0,0,0,0,0,0,0,0,0
"853","2010-W17",0,0,0,0,0,0,0,0,0,0
"854","2010-W18",0,0,0,0,0,0,0,0,0,0
"855","2010-W19",0,0,0,0,0,0,0,0,0,0
"856","2010-W20",0,0,0,0,0,0,0,0,0,0
"857","2010-W21",0,0,0,0,0,0,0,0,0,0
"858","2010-W22",0,0,0,0,0,0,0,0,0,0
"859","2010-W23",0,0,0,0,0,0,0,0,0,0
"860","2010-W24",0,0,0,0,0,0,0,0,0,0
"861","2010-W25",0,0,0,0,0,0,0,0,0,0
"862","2010-W26",0,0,0,0,0,0,0,0,0,0
"863","2010-W27",0,0,0,0,0,0,0,0,0,0
"864","2010-W28",0,0,0,0,0,0,0,0,0,0
"865","2010-W29",0,0,0,0,0,0,0,0,0,0
"866","2010-W30",0,0,0,0,0,0,0,0,0,0
"867","2010-W31",0,0,0,0,0,0,0,0,0,0
"868","2010-W32",0,0,0,0,0,0,0,0,0,0
"869","2010-W33",0,0,0,0,0,0,0,0,0,0
"870","2010-W34",0,0,0,0,0,0,0,0,0,0
"871","2010-W35",0,0,0,0,0,0,0,0,0,0
"872","2010-W36",0,0,0,0,0,0,0,0,0,0
"873","2010-W37",0,0,0,0,0,0,0,0,0,0
"874","2010-W38",0,0,0,0,0,0,0,0,0,0
"875","2010-W39",0,0,0,0,0,0,0,0,0,0
"876","2010-W40",0,0,0,0,0,0,0,0,0,0
"877","2010-W41",0,0,0,0,0,0,0,0,0,0
"878","2010-W42",0,0,0,0,0,0,0,0,0,0
"879","2010-W43",0,0,0,0,0,0,0,0,0,0
"880","2010-W44",0,0,0,0,0,0,0,0,0,0
"881","2010-W45",0,0,0,0,0,0,0,0,0,0
"882","2010-W46",0,0,0,0,0,0,0,0,0,0
"883","2010-W47",0,0,0,0,0,0,0,0,0,0
"884","2010-W48",0,0,0,0,0,0,0,0,0,0
"885","2010-W49",0,0,0,0,0,0,0,0,0,0
"886","2010-W50",0,0,0,0,0,0,0,0,0,0
"887","2010-W51",0,0,0,0,0,0,0,0,0,0
"888","2010-W52",0,0,0,0,0,0,0,0,0,0
"889","2011-W00",0,0,0,0,0,0,0,0,0,0
"890","2011-W01",0,0,0,0,0,0,0,0,0,0
"891","2011-W02",0,0,0,0,0,0,0,0,0,0
"892","2011-W03",0,0,0,0,0,0,0,0,0,0
"893","2011-W04",0,0,0,0,0,0,0,0,0,0
"894","2011-W05",0,0,0,0,0,0,0,0,0,0
"895","2011-W06",0,0,0,0,0,0,0,0,0,0
"896","2011-W07",0,0,0,0,0,0,0,0,0,0
"897","2011-W08",0,0,0,0,0,0,0,0,0,0
"898","2011-W09",0,0,0,0,0,0,0,0,0,0
"899","2011-W10",0,0,0,0,0,0,0,0,0,0
"900","2011-W11",0,0,0,0,0,0,0,0,0,0
"901","2011-W12",1,1,0,1,0,1,1,0,1,0
"902","2011-W13",0,0,0,0,0,0,0,0,0,0
"903","2011-W14",0,0,0,0,0,0,0,0,0,0
"904","2011-W15",0,0,0,0,0,0,0,0,0,0
"905","2011-W16",0,0,0,0,0,0,0,0,0,0
"906","2011-W17",0,0,0,0,0,0,0,0,0,0
"907","2011-W18",0,0,0,0,0,0,0,0,0,0
"908","2011-W19",0,0,0,0,0,0,0,0,0,0
"909","2011-W20",0,0,0,0,0,0,0,0,0,0
"910","2011-W21",0,0,0,0,0,0,0,0,0,0
"911","2011-W22",0,0,0,0,0,0,0,0,0,0
"912","2011-W23",0,0,0,0,0,0,0,0,0,0
"913","2011-W24",0,0,0,0,0,0,0,0,0,0
"914","2011-W25",0,0,0,0,0,0,0,0,0,0
"915","2011-W26",0,0,0,0,0,0,0,0,0,0
"916","2011-W27",0,0,0,0,0,0,0,0,0,0
"917","2011-W28",0,0,0,0,0,0,0,0,0,0
"918","2011-W29",0,0,0,0,0,0,0,0,0,0
"919","2011-W30",0,0,0,0,0,0,0,0,0,0
"920","2011-W31",0,0,0,0,0,0,0,0,0,0
"921","2011-W32",0,0,0,0,0,0,0,0,0,0
"922","2011-W33",1,1,0,1,0,3,3,0,3,0
"923","2011-W34",0,0,0,0,0,0,0,0,0,0
"924","2011-W35",0,0,0,0,0,0,0,0,0,0
"925","2011-W36",0,0,0,0,0,0,0,0,0,0
"926","2011-W37",0,0,0,0,0,0,0,0,0,0
"927","2011-W38",0,0,0,0,0,0,0,0,0,0
"928","2011-W39",0,0,0,0,0,0,0,0,0,0
"929","2011-W40",0,0,0,0,0,0,0,0,0,0
"930","2011-W41",0,0,0,0,0,0,0,0,0,0
"931","2011-W42",0,0,0,0,0,0,0,0,0,0
"932","2011-W43",0,0,0,0,0,0,0,0,0,0
"933","2011-W44",0,0,0,0,0,0,0,0,0,0
"934","2011-W45",0,0,0,0,0,0,0,0,0,0
"935","2011-W46",0,0,0,0,0,0,0,0,0,0
"936","2011-W47",0,0,0,0,0,0,0,0,0,0
"937","2011-W48",0,0,0,0,0,0,0,0,0,0
"938","2011-W49",0,0,0,0,0,0,0,0,0,0
"939","2011-W50",0,0,0,0,0,0,0,0,0,0
"940","2011-W51",0,0,0,0,0,0,0,0,0,0
"941","2011-W52",0,0,0,0,0,0,0,0,0,0
"942","2012-W01",0,0,0,0,0,0,0,0,0,0
"943","2012-W02",0,0,0,0,0,0,0,0,0,0
"944","2012-W03",0,0,0,0,0,0,0,0,0,0
"945","2012-W04",0,0,0,0,0,0,0,0,0,0
"946","2012-W05",0,0,0,0,0,0,0,0,0,0
"947","2012-W06",0,0,0,0,0,0,0,0,0,0
"948","2012-W07",0,0,0,0,0,0,0,0,0,0
"949","2012-W08",0,0,0,0,0,0,0,0,0,0
"950","2012-W09",0,0,0,0,0,0,0,0,0,0
"951","2012-W10",0,0,0,0,0,0,0,0,0,0
"952","2012-W11",0,0,0,0,0,0,0,0,0,0
"953","2012-W12",0,0,0,0,0,0,0,0,0,0
"954","2012-W13",0,0,0,0,0,0,0,0,0,0
"955","2012-W14",0,0,0,0,0,0,0,0,0,0
"956","2012-W15",0,0,0,0,0,0,0,0,0,0
"957","2012-W16",0,0,0,0,0,0,0,0,0,0
"958","2012-W17",0,0,0,0,0,0,0,0,0,0
"959","2012-W18",0,0,0,0,0,0,0,0,0,0
"960","2012-W19",0,0,0,0,0,0,0,0,0,0
"961","2012-W20",0,0,0,0,0,0,0,0,0,0
"962","2012-W21",0,0,0,0,0,0,0,0,0,0
"963","2012-W22",0,0,0,0,0,0,0,0,0,0
"964","2012-W23",0,0,0,0,0,0,0,0,0,0
"965","2012-W24",0,0,0,0,0,0,0,0,0,0
"966","2012-W25",0,0,0,0,0,0,0,0,0,0
"967","2012-W26",0,0,0,0,0,0,0,0,0,0
"968","2012-W27",0,0,0,0,0,0,0,0,0,0
"969","2012-W28",0,0,0,0,0,0,0,0,0,0
"970","2012-W29",1,0,0,0,0,6,0,0,0,0
"971","2012-W30",0,0,0,0,0,0,0,0,0,0
"972","2012-W31",0,0,0,0,0,0,0,0,0,0
"973","2012-W32",0,0,0,0,0,0,0,0,0,0
"974","2012-W33",0,0,0,0,0,0,0,0,0,0
"975","2012-W34",0,0,0,0,0,0,0,0,0,0
"976","2012-W35",0,0,0,0,0,0,0,0,0,0
"977","2012-W36",0,0,0,0,0,0,0,0,0,0
"978","2012-W37",0,0,0,0,0,0,0,0,0,0
"979","2012-W38",0,0,0,0,0,0,0,0,0,0
"980","2012-W39",0,0,0,0,0,0,0,0,0,0
"981","2012-W40",0,0,0,0,0,0,0,0,0,0
"982","2012-W41",0,0,0,0,0,0,0,0,0,0
"983","2012-W42",0,0,0,0,0,0,0,0,0,0
"984","2012-W43",0,0,0,0,0,0,0,0,0,0
"985","2012-W44",0,0,0,0,0,0,0,0,0,0
"986","2012-W45",0,0,0,0,0,0,0,0,0,0
"987","2012-W46",0,0,0,0,0,0,0,0,0,0
"988","2012-W47",1,1,0,1,0,0,0,0,0,0
"989","2012-W48",0,0,0,0,0,0,0,0,0,0
"990","2012-W49",0,0,0,0,0,0,0,0,0,0
"991","2012-W50",0,0,0,0,0,0,0,0,0,0
"992","2012-W51",0,0,0,0,0,0,0,0,0,0
"993","2012-W52",0,0,0,0,0,0,0,0,0,0
"994","2012-W53",0,0,0,0,0,0,0,0,0,0
"995","2013-W00",0,0,0,0,0,0,0,0,0,0
"996","2013-W01",0,0,0,0,0,0,0,0,0,0
"997","2013-W02",0,0,0,0,0,0,0,0,0,0
"998","2013-W03",0,0,0,0,0,0,0,0,0,0
"999","2013-W04",0,0,0,0,0,0,0,0,0,0
"1000","2013-W05",0,0,0,0,0,0,0,0,0,0
"1001","2013-W06",0,0,0,0,0,0,0,0,0,0
"1002","2013-W07",0,0,0,0,0,0,0,0,0,0
"1003","2013-W08",0,0,0,0,0,0,0,0,0,0
"1004","2013-W09",0,0,0,0,0,0,0,0,0,0
"1005","2013-W10",0,0,0,0,0,0,0,0,0,0
"1006","2013-W11",0,0,0,0,0,0,0,0,0,0
"1007","2013-W12",0,0,0,0,0,0,0,0,0,0
"1008","2013-W13",0,0,0,0,0,0,0,0,0,0
"1009","2013-W14",0,0,0,0,0,0,0,0,0,0
"1010","2013-W15",0,0,0,0,0,0,0,0,0,0
"1011","2013-W16",0,0,0,0,0,0,0,0,0,0
"1012","2013-W17",0,0,0,0,0,0,0,0,0,0
"1013","2013-W18",0,0,0,0,0,0,0,0,0,0
"1014","2013-W19",0,0,0,0,0,0,0,0,0,0
"1015","2013-W20",0,0,0,0,0,0,0,0,0,0
"1016","2013-W21",0,0,0,0,0,0,0,0,0,0
"1017","2013-W22",0,0,0,0,0,0,0,0,0,0
"1018","2013-W23",0,0,0,0,0,0,0,0,0,0
"1019","2013-W24",0,0,0,0,0,0,0,0,0,0
"1020","2013-W25",0,0,0,0,0,0,0,0,0,0
"1021","2013-W26",0,0,0,0,0,0,0,0,0,0
"1022","2013-W27",0,0,0,0,0,0,0,0,0,0
"1023","2013-W28",0,0,0,0,0,0,0,0,0,0
"1024","2013-W29",0,0,0,0,0,0,0,0,0,0
"1025","2013-W30",0,0,0,0,0,0,0,0,0,0
"1026","2013-W31",0,0,0,0,0,0,0,0,0,0
"1027","2013-W32",0,0,0,0,0,0,0,0,0,0
"1028","2013-W33",0,0,0,0,0,0,0,0,0,0
"1029","2013-W34",0,0,0,0,0,0,0,0,0,0
"1030","2013-W35",0,0,0,0,0,0,0,0,0,0
"1031","2013-W36",0,0,0,0,0,0,0,0,0,0
"1032","2013-W37",0,0,0,0,0,0,0,0,0,0
"1033","2013-W38",0,0,0,0,0,0,0,0,0,0
"1034","2013-W39",0,0,0,0,0,0,0,0,0,0
"1035","2013-W40",0,0,0,0,0,0,0,0,0,0
"1036","2013-W41",0,0,0,0,0,0,0,0,0,0
"1037","2013-W42",0,0,0,0,0,0,0,0,0,0
"1038","2013-W43",0,0,0,0,0,0,0,0,0,0
"1039","2013-W44",0,0,0,0,0,0,0,0,0,0
"1040","2013-W45",0,0,0,0,0,0,0,0,0,0
"1041","2013-W46",0,0,0,0,0,0,0,0,0,0
"1042","2013-W47",0,0,0,0,0,0,0,0,0,0
"1043","2013-W48",0,0,0,0,0,0,0,0,0,0
"1044","2013-W49",0,0,0,0,0,0,0,0,0,0
"1045","2013-W50",0,0,0,0,0,0,0,0,0,0
"1046","2013-W51",0,0,0,0,0,0,0,0,0,0
"1047","2013-W52",0,0,0,0,0,0,0,0,0,0
"1048","2014-W00",0,0,0,0,0,0,0,0,0,0
"1049","2014-W01",0,0,0,0,0,0,0,0,0,0
"1050","2014-W02",0,0,0,0,0,0,0,0,0,0
"1051","2014-W03",0,0,0,0,0,0,0,0,0,0
"1052","2014-W04",0,0,0,0,0,0,0,0,0,0
"1053","2014-W05",0,0,0,0,0,0,0,0,0,0
"1054","2014-W06",0,0,0,0,0,0,0,0,0,0
"1055","2014-W07",0,0,0,0,0,0,0,0,0,0
"1056","2014-W08",0,0,0,0,0,0,0,0,0,0
"1057","2014-W09",0,0,0,0,0,0,0,0,0,0
"1058","2014-W10",0,0,0,0,0,0,0,0,0,0
"1059","2014-W11",0,0,0,0,0,0,0,0,0,0
"1060","2014-W12",0,0,0,0,0,0,0,0,0,0
"1061","2014-W13",0,0,0,0,0,0,0,0,0,0
"1062","2014-W14",0,0,0,0,0,0,0,0,0,0
"1063","2014-W15",0,0,0,0,0,0,0,0,0,0
"1064","2014-W16",0,0,0,0,0,0,0,0,0,0
"1065","2014-W17",0,0,0,0,0,0,0,0,0,0
"1066","2014-W18",0,0,0,0,0,0,0,0,0,0
"1067","2014-W19",0,0,0,0,0,0,0,0,0,0
"1068","2014-W20",0,0,0,0,0,0,0,0,0,0
"1069","2014-W21",0,0,0,0,0,0,0,0,0,0
"1070","2014-W22",0,0,0,0,0,0,0,0,0,0
"1071","2014-W23",0,0,0,0,0,0,0,0,0,0
"1072","2014-W24",0,0,0,0,0,0,0,0,0,0
"1073","2014-W25",0,0,0,0,0,0,0,0,0,0
"1074","2014-W26",0,0,0,0,0,0,0,0,0,0
"1075","2014-W27",0,0,0,0,0,0,0,0,0,0
"1076","2014-W28",0,0,0,0,0,0,0,0,0,0
"1077","2014-W29",0,0,0,0,0,0,0,0,0,0
"1078","2014-W30",0,0,0,0,0,0,0,0,0,0
"1079","2014-W31",0,0,0,0,0,0,0,0,0,0
"1080","2014-W32",0,0,0,0,0,0,0,0,0,0
"1081","2014-W33",0,0,0,0,0,0,0,0,0,0
"1082","2014-W34",0,0,0,0,0,0,0,0,0,0
"1083","2014-W35",0,0,0,0,0,0,0,0,0,0
"1084","2014-W36",0,0,0,0,0,0,0,0,0,0
"1085","2014-W37",0,0,0,0,0,0,0,0,0,0
"1086","2014-W38",0,0,0,0,0,0,0,0,0,0
"1087","2014-W39",0,0,0,0,0,0,0,0,0,0
"1088","2014-W40",0,0,0,0,0,0,0,0,0,0
"1089","2014-W41",0,0,0,0,0,0,0,0,0,0
"1090","2014-W42",0,0,0,0,0,0,0,0,0,0
"1091","2014-W43",0,0,0,0,0,0,0,0,0,0
"1092","2014-W44",0,0,0,0,0,0,0,0,0,0
"1093","2014-W45",0,0,0,0,0,0,0,0,0,0
"1094","2014-W46",0,0,0,0,0,0,0,0,0,0
"1095","2014-W47",0,0,0,0,0,0,0,0,0,0
"1096","2014-W48",0,0,0,0,0,0,0,0,0,0
"1097","2014-W49",0,0,0,0,0,0,0,0,0,0
"1098","2014-W50",0,0,0,0,0,0,0,0,0,0
"1099","2014-W51",0,0,0,0,0,0,0,0,0,0
"1100","2014-W52",0,0,0,0,0,0,0,0,0,0
"1101","2015-W00",0,0,0,0,0,0,0,0,0,0
"1102","2015-W01",0,0,0,0,0,0,0,0,0,0
"1103","2015-W02",0,0,0,0,0,0,0,0,0,0
"1104","2015-W03",0,0,0,0,0,0,0,0,0,0
"1105","2015-W04",0,0,0,0,0,0,0,0,0,0
"1106","2015-W05",0,0,0,0,0,0,0,0,0,0
"1107","2015-W06",0,0,0,0,0,0,0,0,0,0
"1108","2015-W07",0,0,0,0,0,0,0,0,0,0
"1109","2015-W08",0,0,0,0,0,0,0,0,0,0
"1110","2015-W09",0,0,0,0,0,0,0,0,0,0
"1111","2015-W10",0,0,0,0,0,0,0,0,0,0
"1112","2015-W11",0,0,0,0,0,0,0,0,0,0
"1113","2015-W12",0,0,0,0,0,0,0,0,0,0
"1114","2015-W13",0,0,0,0,0,0,0,0,0,0
"1115","2015-W14",0,0,0,0,0,0,0,0,0,0
"1116","2015-W15",0,0,0,0,0,0,0,0,0,0
"1117","2015-W16",0,0,0,0,0,0,0,0,0,0
"1118","2015-W17",0,0,0,0,0,0,0,0,0,0
"1119","2015-W18",0,0,0,0,0,0,0,0,0,0
"1120","2015-W19",0,0,0,0,0,0,0,0,0,0
"1121","2015-W20",0,0,0,0,0,0,0,0,0,0
"1122","2015-W21",0,0,0,0,0,0,0,0,0,0
"1123","2015-W22",0,0,0,0,0,0,0,0,0,0
"1124","2015-W23",0,0,0,0,0,0,0,0,0,0
"1125","2015-W24",0,0,0,0,0,0,0,0,0,0
"1126","2015-W25",0,0,0,0,0,0,0,0,0,0
"1127","2015-W26",0,0,0,0,0,0,0,0,0,0
"1128","2015-W27",0,0,0,0,0,0,0,0,0,0
"1129","2015-W28",0,0,0,0,0,0,0,0,0,0
"1130","2015-W29",0,0,0,0,0,0,0,0,0,0
"1131","2015-W30",0,0,0,0,0,0,0,0,0,0
"1132","2015-W31",0,0,0,0,0,0,0,0,0,0
"1133","2015-W32",0,0,0,0,0,0,0,0,0,0
"1134","2015-W33",0,0,0,0,0,0,0,0,0,0
"1135","2015-W34",0,0,0,0,0,0,0,0,0,0
"1136","2015-W35",0,0,0,0,0,0,0,0,0,0
"1137","2015-W36",0,0,0,0,0,0,0,0,0,0
"1138","2015-W37",0,0,0,0,0,0,0,0,0,0
"1139","2015-W38",0,0,0,0,0,0,0,0,0,0
"1140","2015-W39",0,0,0,0,0,0,0,0,0,0
"1141","2015-W40",0,0,0,0,0,0,0,0,0,0
"1142","2015-W41",1,0,1,0,1,0,0,0,0,0
"1143","2015-W42",0,0,0,0,0,0,0,0,0,0
"1144","2015-W43",0,0,0,0,0,0,0,0,0,0
"1145","2015-W44",0,0,0,0,0,0,0,0,0,0
"1146","2015-W45",0,0,0,0,0,0,0,0,0,0
"1147","2015-W46",0,0,0,0,0,0,0,0,0,0
"1148","2015-W47",0,0,0,0,0,0,0,0,0,0
"1149","2015-W48",0,0,0,0,0,0,0,0,0,0
"1150","2015-W49",0,0,0,0,0,0,0,0,0,0
"1151","2015-W50",0,0,0,0,0,0,0,0,0,0
"1152","2015-W51",0,0,0,0,0,0,0,0,0,0
"1153","2015-W52",0,0,0,0,0,0,0,0,0,0
"1154","2016-W00",0,0,0,0,0,0,0,0,0,0
"1155","2016-W01",0,0,0,0,0,0,0,0,0,0
"1156","2016-W02",0,0,0,0,0,0,0,0,0,0
"1157","2016-W03",0,0,0,0,0,0,0,0,0,0
"1158","2016-W04",0,0,0,0,0,0,0,0,0,0
"1159","2016-W05",0,0,0,0,0,0,0,0,0,0
"1160","2016-W06",0,0,0,0,0,0,0,0,0,0
"1161","2016-W07",0,0,0,0,0,0,0,0,0,0
"1162","2016-W08",0,0,0,0,0,0,0,0,0,0
"1163","2016-W09",0,0,0,0,0,0,0,0,0,0
"1164","2016-W10",0,0,0,0,0,0,0,0,0,0
"1165","2016-W11",0,0,0,0,0,0,0,0,0,0
"1166","2016-W12",0,0,0,0,0,0,0,0,0,0
"1167","2016-W13",0,0,0,0,0,0,0,0,0,0
"1168","2016-W14",0,0,0,0,0,0,0,0,0,0
"1169","2016-W15",0,0,0,0,0,0,0,0,0,0
"1170","2016-W16",1,1,0,1,0,0,0,0,0,0
